email_text,label
"Hola Miguel, su cita médica con Dr. García está programada para 10 de mayo a las 9:00 AM Traiga sus estudios médicos previos.",ham
"Buenos días Roberto, tengo el gusto de informarle que su cuenta ha sido actualizada correctamente Estamos a su disposición para cualquier consulta.",ham
¡ÚLTIMA OPORTUNIDAD! PlayStation 5 por $49.99 ¡Última oportunidad! ¡Ordene inmediatamente!,spam
"Estimado Amigo, su cuenta de email ha sido infiltrada por malware Verifique su cuenta inmediatamente. Confirme en: http://bit.ly/verify-account",spam
"Hola Ana, el proyecto desarrollo del sitio web ha sido completado exitosamente Todos los entregables están listos.",ham
"Estimado Miguel, sus resultados de radiografía de tórax están listos Puede recogerlos en nuestro laboratorio de lunes a viernes de 8:00 AM a 6:00 PM. Le notificaremos cuando esté lista.",ham
¡PRÉSTAMO GARANTIZADO! préstamo personal Aprobación garantizada Sin documentos requeridos ¡Reciba su préstamo mañana!,spam
"Estimado Usuario, su cuenta de streaming ha sido atacada por virus Verifique su cuenta inmediatamente. Confirme en: http://bit.ly/verify-account",spam
"Estimado cliente, le informamos que su préstamo personal está siendo procesada Todos los documentos deben estar completos.",ham
"¡CRÉDITO INMEDIATO! $200,000 sin requisitos Sin verificación de crédito ¡Obtenga su préstamo!",spam
"Estimado Pedro, su cita está confirmada para mañana a las 3:00 PM Se realizará en el auditorio principal a las 6:00 PM. Si necesita reprogramar, contáctenos con al menos 24 horas de anticipación.",ham
"Hola Carmen, la reunión de planificación estratégica se realizará el 15 de marzo a las 2:00 PM Por favor ayune 8 horas antes de la cita.",ham
"Estimado Elena, su solicitud de cambio de horario ha sido en revisión Recibirá la confirmación oficial en los próximos días.",ham
¡VACACIONES GRATIS! a Europa todo incluido ¡Oferta por tiempo limitado! ¡No espere más!,spam
"Estimado cliente, su cuenta de Netflix ha sido bloqueada por seguridad Confirme sus datos urgentemente. Visite: http://bit.ly/secure-login",spam
"¡CONGRATULACIONES! Ha sido seleccionado para recibir una recompensa especial Para recibir, proporcione sus datos personales. ¡Actúe ahora!",spam
"Estimado Jorge, su cita está confirmada para mañana a las 3:00 PM Todos los documentos deben estar completos. Si necesita reprogramar, contáctenos con al menos 24 horas de anticipación.",ham
¡DINERO RÁPIDO! dinero urgente Respuesta inmediata Sin preguntas ¡Envíe su CV ahora!,spam
"¡CONGRATULACIONES! Ha sido seleccionado para recibir un premio increíble Para recibir, proporcione sus datos personales. ¡No espere más!",spam
"Hola Laura, confirmamos la reunión programada para mañana a las 10:00 AM en el auditorio Discutiremos el progreso académico y las áreas de mejora.",ham
"Estimado Señor, un familiar lejano le ha dejado una fortuna de $3,200,000 ¡Últimas unidades! Responda este email para más detalles.",spam
¡PRODUCTO MILAGROSO! crema anti-envejecimiento Efectos inmediatos ¡Solo quedan 10 unidades! ¡Ordene inmediatamente!,spam
"¡FELICIDADES! Ha ganado un viaje a Disney World valorado en $1,200 Para recibir su regalo tiene hasta mañana para reclamar.",spam
¡OFERTA DE VIAJE! un viaje de 7 días con 80% de descuento ¡Oferta limitada! ¡WhatsApp: +1-555-0123!,spam
¡SOLUCIÓN DEFINITIVA! para cualquier problema Resultados garantizados ¡Última oportunidad! ¡No espere más!,spam
"¡EXCELENTES NOTICIAS! Usted es el ganador de un regalo exclusivo valorado en $3,500 Envíe sus datos personales para recibir su premio.",spam
"Estimado Alejandro, no olvide que la entrega del proyecto es el viernes 10 de mayo Se realizará en el auditorio principal a las 6:00 PM.",ham
"Estimado Carlos, sus resultados de radiografía de tórax están listos Puede recogerlos en nuestro laboratorio de lunes a viernes de 8:00 AM a 6:00 PM. Le notificaremos cuando esté lista.",ham
¡OFERTA ESPECIAL! Samsung Galaxy gratis si compra otro producto ¡No pierda esta oportunidad! Email: ofertas@empresa.com,spam
"Estimado Jorge, hemos recibido su consulta sobre el proceso de verificación y confirmamos que ha sido completado exitosamente.",ham
"¡OPORTUNIDAD DE TRABAJO! representante de servicio al cliente con salario de $5,000 mensuales Sin experiencia necesaria ¡Envíe su CV ahora!",spam
"¡EMPLEO URGENTE! empleo online ganando $15,000 por mes Solo envíe su información Email: trabajo@empresa.com",spam
"¡EXCELENTES NOTICIAS! Usted es el ganador de una recompensa única que incluye $2,000 en efectivo Complete el formulario adjunto.",spam
"Estimado Amigo, hemos encontrado una herencia a su nombre de $2,500,000 ¡No se lo pierda! Responda este email para más detalles.",spam
"Estimado Estimado, hemos encontrado documentos que lo conectan con una familia adinerada con una fortuna de $2,100,000 Los fondos expiran en 72 horas. Proporcione sus datos bancarios para la transferencia.",spam
"Hola Roberto, espero que estés bien. quisiera comentarle que su cuenta ha sido actualizada correctamente Si tiene alguna pregunta, no dude en contactarnos.",ham
¡ÚLTIMA OPORTUNIDAD! PlayStation 5 por $39.99 ¡Última oportunidad! ¡Llame ya!,spam
¡OFERTA ESPECIAL! Samsung Galaxy gratis por ser cliente especial ¡No pierda esta oportunidad! Teléfono: 555-0123,spam
¡VIAJE INCREÍBLE! un viaje increíble por solo $99 ¡Descuentos increíbles! ¡No se lo pierda!,spam
¡ALERTA DE OFERTA! iPad Pro con 80% de descuento ¡Últimas piezas! ¡No se lo pierda!,spam
"Estimado Luis, la reunión de padres para el estudiante será el 10 de mayo a las 9:00 AM Discutiremos el progreso académico y las áreas de mejora.",ham
"Estimado Sofia, hemos recibido su consulta sobre el proceso de verificación y confirmamos que ha sido completado exitosamente.",ham
"Estimado Sofia, su cita está confirmada para el jueves a las 11:00 AM Se realizará en el auditorio principal a las 6:00 PM. Si necesita reprogramar, contáctenos con al menos 24 horas de anticipación.",ham
¡OFERTA DE VIAJE! unas vacaciones de 10 días con 90% de descuento ¡Expira en 2 horas! ¡Llame al 555-0123!,spam
"Hola Lucía, las calificaciones de ciencias están disponibles Están publicadas en el sistema de calificaciones La fecha límite es el próximo viernes.",ham
"Hola Juan, las calificaciones de historia están disponibles Puede consultarlas en el portal estudiantil Todos los entregables están listos.",ham
¡NO PIERDA ESTA OPORTUNIDAD! Samsung Galaxy por solo $299 ¡Oferta por tiempo limitado! ¡Ordene inmediatamente!,spam
"Estimado Juan, su informe sobre ventas del primer trimestre ha sido revisado y aprobado Excelente trabajo, el informe está muy completo.",ham
¡INVERSIÓN GARANTIZADA! bienes raíces con 500% de retorno Sin pérdidas posibles ¡Invierta ahora!,spam
"Hola Patricia, el proyecto desarrollo del sitio web requiere su revisión Todos los entregables están listos.",ham
"Buenos días Carmen, quisiera comentarle que su cuenta ha sido actualizada correctamente Estamos a su disposición para cualquier consulta.",ham
"Buenos días Roberto, le escribo para hemos completado la revisión de su caso Estamos a su disposición para cualquier consulta.",ham
¡NO PIERDA ESTA OPORTUNIDAD! Samsung Galaxy por solo $499 ¡Oferta por tiempo limitado! ¡Ordene inmediatamente!,spam
"Estimado Miguel, su informe sobre ventas del primer trimestre ha sido en proceso de finalización Excelente trabajo, el informe está muy completo.",ham
¡OFERTA RELÁMPAGO! iPad Pro gratis con su primera compra ¡Visite nuestro sitio! WhatsApp: +1-555-0123,spam
"Hola Alejandro, le enviamos este recordatorio sobre la renovación de su seguro La cita está programada para el próximo martes.",ham
"Hola Pedro, le recordamos que su pago mensual vence el próximo viernes Todos los entregables están listos. Por favor confirme su asistencia.",ham
"Hola Juan, confirmamos la reunión programada para mañana a las 10:00 AM en la sala de conferencias Discutiremos el progreso académico y las áreas de mejora.",ham
¡NO PIERDA ESTA OPORTUNIDAD! iPad Pro por solo $499 ¡Oferta por tiempo limitado! ¡Ordene inmediatamente!,spam
"Estimado David, hemos recibido su consulta sobre el proceso de verificación y le informamos que todo está en orden.",ham
¡PRODUCTO MILAGROSO! píldora para bajar de peso Transformación total ¡Stock limitado! ¡Compre ahora!,spam
"Hola Alejandro, le recordamos que tiene una cita médica mañana Todos los entregables están listos. Puede realizar el pago en línea o en nuestras oficinas.",ham
"Hola María, le recordamos que tiene una cita médica mañana Todos los entregables están listos. Por favor confirme su asistencia.",ham
¡SOLUCIÓN DEFINITIVA! que resuelve todo Resultados garantizados ¡Última oportunidad! ¡Compre ahora!,spam
"Estimado Elena, la reunión de padres para su hija Ana será el 15 de marzo a las 9:00 AM Discutiremos el progreso académico y las áreas de mejora.",ham
¡PRODUCTO MILAGROSO! suplemento milagroso Efectos inmediatos ¡Últimas piezas! ¡Ordene inmediatamente!,spam
"Estimado Juan, su informe sobre análisis de mercado ha sido completado y enviado Excelente trabajo, el informe está muy completo.",ham
"Hola Roberto, le enviamos este recordatorio sobre la renovación de su seguro El proceso debe completarse antes del fin de mes.",ham
"¡TRABAJO DESDE CASA! revisión de productos ganando $5,000 mensuales Sin experiencia requerida ¡Trabaje desde ya!",spam
"Hola Isabel, espero que estés bien. me complace informarle que el documento solicitado está listo Esperamos que esta información sea útil.",ham
"Estimado Mónica, su suscripción a membresía anual ha sido actualizada con nuevos beneficios Los nuevos términos y condiciones están disponibles en nuestro sitio web.",ham
"Estimado Juan, su curso de gestión de proyectos comenzará el 1 de abril Lunes y miércoles de 6:00 PM a 8:00 PM Los materiales del curso estarán disponibles en la plataforma virtual.",ham
¡PRODUCTO MILAGROSO! píldora para bajar de peso Transformación total ¡Stock limitado! ¡Compre ahora!,spam
¡ALERTA DE OFERTA! MacBook Air con 85% de descuento ¡Solo quedan 5 unidades! ¡Ordene ya!,spam
¡OFERTA RELÁMPAGO! iPad Pro gratis con su primera compra ¡Visite nuestro sitio! Email: gratis@empresa.com,spam
¡PRÉSTAMO GARANTIZADO! crédito hipotecario Aprobación garantizada Sin papeleo ¡Dinero en 24 horas!,spam
"Hola Juan, su pedido #COMP-2024-789 ha sido confirmado y está siendo preparado para envío Puede rastrear su pedido en nuestro sitio web.",ham
"Estimado Sofia, su solicitud de vacaciones ha sido pendiente de documentación Le notificaremos cuando esté lista.",ham
¡PRODUCTO MILAGROSO! píldora para bajar de peso Efectos inmediatos ¡Últimas piezas! ¡Compre ahora!,spam
"Hola Alejandro, le recordamos que tiene una cita médica mañana La fecha límite es el próximo viernes. Puede realizar el pago en línea o en nuestras oficinas.",ham
"Hola Lucía, su cuenta bancaria con fecha de vencimiento aprobada Le notificaremos cuando esté lista.",ham
¡VACACIONES GRATIS! a Disney World con vuelos y hotel ¡Solo hasta medianoche! ¡Reserve ahora!,spam
"¡EMPLEO URGENTE! trabajo desde casa ganando $15,000 por mes Proceso simple de aplicación WhatsApp: +1-555-0123",spam
"Estimado Ana, su suscripción a plan de datos ha sido renovada automáticamente Los nuevos términos y condiciones están disponibles en nuestro sitio web.",ham
"Hola Pedro, su cita médica con Dr. García está programada para 10 de mayo a las 10:00 AM Por favor ayune 8 horas antes de la cita.",ham
¡INCREÍBLE OFERTA! Samsung Galaxy con 90% de descuento ¡Solo por hoy! ¡Llame al 555-0123!,spam
"Estimado Roberto, hemos recibido su consulta sobre la activación de su tarjeta y le informamos que todo está en orden.",ham
"Estimado Cliente, su perfil de redes sociales ha sido comprometida por hackers Confirme su identidad ahora. Verifique en: http://bit.ly/account-secure",spam
"Hola Carlos, el proyecto análisis de datos está en la fase final La fecha límite es el próximo viernes.",ham
"Estimado Pedro, hemos recibido su consulta sobre la activación de su tarjeta y le informamos que todo está en orden.",ham
¡SOLUCIÓN DEFINITIVA! que resuelve todo Resultados garantizados ¡Última oportunidad! ¡Actúe inmediatamente!,spam
¡DINERO RÁPIDO! préstamo rápido Decisión rápida Sin interrogatorios ¡Aplique inmediatamente!,spam
¡INCREÍBLE OFERTA! MacBook Air con 85% de descuento ¡No se lo pierda! ¡Llame al 555-0123!,spam
"Hola Sofia, espero que estés bien. me complace informarle que el documento solicitado está listo Si tiene alguna pregunta, no dude en contactarnos.",ham
"¡TRABAJO DESDE CASA! digitación de datos ganando $8,000 por proyecto Sin experiencia requerida ¡Empiece inmediatamente!",spam
"Estimado Roberto, su solicitud de cambio de horario ha sido aprobada Recibirá la confirmación oficial en los próximos días.",ham
¡DINERO FÁCIL! un negocio online con ganancias del 1000% Ganancias garantizadas ¡Invierta hoy mismo!,spam
"Estimado Miguel, hemos recibido su compra de el software especializado y está siendo preparado para envío El envío estándar toma 5-7 días hábiles.",ham
"Hola Ana, la reunión de planificación estratégica se realizará el 10 de mayo a las 9:00 AM Por favor ayune 8 horas antes de la cita.",ham
"Estimado cliente, le informamos que su tarjeta de crédito ha sido aprobada Se realizará en el auditorio principal a las 6:00 PM.",ham
"Estimado Señora, hemos encontrado documentos que lo conectan con una familia adinerada con una fortuna de $2,100,000 Los fondos expiran en 72 horas. Envíe su información personal.",spam
¡OFERTA DE VIAJE! una escapada de fin de semana con precio especial ¡Expira en 2 horas! ¡Llame al 555-0123!,spam
"¡EXCELENTES NOTICIAS! Usted es el ganador de un regalo exclusivo con un valor de $8,000 Complete el formulario adjunto.",spam
"Hola Patricia, me complace informarle que el proceso de verificación ha finalizado Estamos a su disposición para cualquier consulta.",ham
¡INCREÍBLE OFERTA! PlayStation 5 con 80% de descuento ¡Oferta limitada! ¡Visite nuestro sitio!,spam
"Hola Pedro, su cuenta bancaria con fecha de vencimiento en revisión Le notificaremos cuando esté lista.",ham
¡DINERO RÁPIDO! dinero urgente Decisión rápida Proceso directo ¡Aplique inmediatamente!,spam
"Estimado cliente, le informamos que su préstamo personal ha sido aprobada Todos los documentos deben estar completos.",ham
"Estimado Jorge, su cita está confirmada para el jueves a las 11:00 AM Todos los documentos deben estar completos. Si necesita reprogramar, contáctenos con al menos 24 horas de anticipación.",ham
"Estimado Mónica, su suscripción a servicio premium ha sido actualizada con nuevos beneficios Los nuevos términos y condiciones están disponibles en nuestro sitio web.",ham
"Hola Luis, tengo el gusto de informarle que su solicitud ha sido procesada exitosamente Gracias por su paciencia y confianza.",ham
"Hola Señora, detectamos un intento de acceso no autorizado en su perfil en línea Confirme sus datos personales. Verifique aquí: http://bit.ly/secure-verify",spam
"Estimado Estimado, su perfil de redes sociales ha sido atacada por virus Verifique su cuenta inmediatamente. Confirme en: http://bit.ly/verify-account",spam
¡OFERTA RELÁMPAGO! AirPods Pro gratis solo paga el envío ¡Visite nuestro sitio! Email: gratis@empresa.com,spam
¡ÚLTIMA OPORTUNIDAD! MacBook Air por $49.99 ¡Solo por 2 horas! ¡Compre ahora mismo!,spam
"Estimado Señora, hemos encontrado documentos que lo conectan con una familia adinerada con una fortuna de $2,100,000 Los fondos expiran en 72 horas. Envíe su información personal.",spam
"Estimado cliente, le informamos que su cuenta de ahorros está siendo procesada Todos los documentos deben estar completos.",ham
"¡OPORTUNIDAD DE TRABAJO! asistente virtual con salario de $8,000 mensuales Trabajo desde casa ¡Comience mañana!",spam
"Estimado Miguel, sus resultados de análisis de sangre están listos Puede recogerlos en nuestro laboratorio de lunes a viernes de 8:00 AM a 6:00 PM. Recibirá la confirmación oficial en los próximos días.",ham
"¡EXCELENTES NOTICIAS! Usted es el ganador de un premio especial que incluye $2,000 en efectivo Envíe sus datos personales para recibir su premio.",spam
"Estimado David, tengo el gusto de informarle que su cuenta ha sido actualizada correctamente Estamos a su disposición para cualquier consulta.",ham
"Estimado Miguel, su suscripción a plan de datos ha sido extendida por 12 meses más Los nuevos términos y condiciones están disponibles en nuestro sitio web.",ham
"Hola Jorge, le enviamos este recordatorio sobre su próxima revisión médica La cita está programada para el próximo martes.",ham
"Estimado Ana, hemos recibido su consulta sobre el proceso de verificación y le informamos que todo está en orden.",ham
"¡FELICIDADES! Ha ganado una computadora portátil valorado en $1,200 Para recibir su regalo debe responder en las próximas 24 horas.",spam
"Estimado Luis, la reunión de padres para su hijo Carlos será el 10 de mayo a las 10:00 AM Discutiremos el progreso académico y las áreas de mejora.",ham
¡DINERO FÁCIL! un negocio online con retornos del 500% Inversión 100% segura ¡No pierda esta oportunidad!,spam
¡VIAJE INCREÍBLE! unas vacaciones de ensueño por solo $199 ¡Descuentos increíbles! ¡Reserve inmediatamente!,spam
"Estimado Lucía, sus resultados de radiografía de tórax están listos Puede recogerlos en nuestro laboratorio de lunes a viernes de 8:00 AM a 6:00 PM. Recibirá la confirmación oficial en los próximos días.",ham
"Hola Carlos, el proyecto análisis de datos requiere su revisión Todos los entregables están listos.",ham
¡SOLUCIÓN DEFINITIVA! que resuelve todo Resultados garantizados ¡Solo por hoy! ¡No espere más!,spam
"Estimado Laura, la reunión de padres para el estudiante será el 22 de abril a las 10:00 AM Discutiremos el progreso académico y las áreas de mejora.",ham
"Estimado Luis, su suscripción a servicio premium ha sido actualizada con nuevos beneficios Los nuevos términos y condiciones están disponibles en nuestro sitio web.",ham
"Estimado Carlos, su servicio de internet de alta velocidad ha sido actualizado a la última versión Incluye mayor velocidad de descarga y mejor cobertura.",ham
¡DINERO FÁCIL! un fondo de inversión privado con beneficios del 2000% Inversión 100% segura ¡Comience inmediatamente!,spam
"Hola Laura, le recordamos su próxima consulta de cardiología 10 de mayo Por favor llegue 30 minutos antes para completar la documentación.",ham
"Hola Ana, hemos actualizado su preferencias de notificación con nuevas opciones de personalización Puede personalizar su cuenta según sus necesidades.",ham
"Estimado Carmen, su servicio de televisión por cable ha sido mejorado con nuevas funciones Incluye mayor velocidad de descarga y mejor cobertura.",ham
"Estimado Ana, hemos recibido su consulta sobre el proceso de verificación y confirmamos que ha sido completado exitosamente.",ham
"¡CRÉDITO INMEDIATO! $50,000 sin requisitos Sin verificación de crédito ¡Obtenga su préstamo!",spam
"Buenos días Miguel, le escribo para el proceso de verificación ha finalizado Si tiene alguna pregunta, no dude en contactarnos.",ham
"¡FELICIDADES! Ha ganado un viaje a Disney World valorado en $25,000 Para obtener su obsequio debe responder en las próximas 24 horas.",spam
"Hola Ana, la reunión de evaluación de desempeño se realizará el 15 de marzo a las 9:00 AM Traiga sus estudios médicos previos.",ham
"Estimado cliente, su cuenta de PayPal ha sido comprometida Confirme sus datos urgentemente. Haga clic aquí: http://bit.ly/verify-now",spam
¡INCREÍBLE OFERTA! iPad Pro con 90% de descuento ¡No se lo pierda! ¡Ordene ya!,spam
¡PRODUCTO MILAGROSO! crema anti-envejecimiento Resultados en 7 días ¡Últimas piezas! ¡Compre ahora!,spam
"Estimado Roberto, su suscripción a membresía anual ha sido actualizada con nuevos beneficios Los nuevos términos y condiciones están disponibles en nuestro sitio web.",ham
¡OPORTUNIDAD DE INVERSIÓN! un negocio rentable con beneficios seguros Dinero rápido y fácil ¡Invierta inmediatamente!,spam
"Estimado Señora, su cuenta de email ha sido comprometida por hackers Verifique su cuenta inmediatamente. Verifique en: http://bit.ly/account-secure",spam
"Hola Usuario, detectamos un problema de seguridad en su perfil en línea Confirme sus datos personales. Confirme en: http://bit.ly/account-check",spam
¡DINERO RÁPIDO! dinero urgente Respuesta inmediata Sin preguntas ¡Envíe su CV ahora!,spam
"Hola Luis, hemos actualizado su preferencias de notificación con funciones de seguridad mejoradas Puede personalizar su cuenta según sus necesidades.",ham
¡PRODUCTO MILAGROSO! píldora para bajar de peso Efectos inmediatos ¡Solo quedan 10 unidades! ¡Ordene inmediatamente!,spam
¡INVERSIÓN GARANTIZADA! criptomonedas con 200% de retorno Sin pérdidas posibles ¡Únase a nosotros!,spam
"Hola Usuario, detectamos un problema de seguridad en su tarjeta de crédito Confirme sus datos personales. Verifique aquí: http://bit.ly/secure-verify",spam
"Estimado cliente, le informamos que su inversión está siendo procesada Se realizará en el auditorio principal a las 6:00 PM.",ham
¡PRODUCTO MILAGROSO! píldora para bajar de peso Efectos inmediatos ¡Solo quedan 10 unidades! ¡Compre ahora!,spam
"Estimado Sofia, la reunión de padres para su hijo Carlos será el 10 de mayo a las 2:00 PM Discutiremos el progreso académico y las áreas de mejora.",ham
"Hola Carlos, hemos actualizado su configuración de seguridad con funciones de seguridad mejoradas Estas mejoras harán su experiencia más fluida y segura.",ham
"Estimado cliente, le informamos que su tarjeta de crédito ha sido verificada Todos los documentos deben estar completos.",ham
"¡TRABAJO DESDE CASA! encuestas en línea ganando $3,000 semanales Entrenamiento incluido ¡Empiece inmediatamente!",spam
¡PRODUCTO MILAGROSO! píldora para bajar de peso Efectos inmediatos ¡Últimas piezas! ¡Compre ahora!,spam
¡PRÉSTAMO GARANTIZADO! préstamo personal Aprobación garantizada Sin papeleo ¡Reciba su préstamo mañana!,spam
¡OFERTA ESPECIAL! iPad Pro gratis por ser cliente especial ¡Comience inmediatamente! Teléfono: 555-0123,spam
¡VACACIONES GRATIS! a Cancún todo incluido ¡Solo hasta medianoche! ¡No espere más!,spam
"Estimado Miguel, su informe sobre ventas del primer trimestre ha sido en proceso de finalización Se han incluido todas las recomendaciones solicitadas.",ham
"Estimado Miguel, hemos recibido su consulta sobre el estado de su cuenta y confirmamos que ha sido completado exitosamente.",ham
"¡EMPLEO URGENTE! empleo online ganando $15,000 por mes Proceso simple de aplicación Email: trabajo@empresa.com",spam
"Estimado Señora, hemos encontrado documentos que lo conectan con una familia adinerada con una fortuna de $2,100,000 Los fondos expiran en 72 horas. Proporcione sus datos bancarios para la transferencia.",spam
"Estimado cliente, su cuenta de Amazon ha sido suspendida por actividad sospechosa Debe verificar su identidad inmediatamente. Visite: http://bit.ly/secure-login",spam
"Estimado Sofia, no olvide que la reunión de padres es mañana 15 de marzo Se realizará en el auditorio principal a las 6:00 PM.",ham
¡OFERTA ESPECIAL! Samsung Galaxy gratis por ser cliente especial ¡No pierda esta oportunidad! Teléfono: 555-0123,spam
"Estimado Señor, hemos encontrado documentos que lo conectan con una familia adinerada que le ha dejado una herencia de $3,500,000 Los fondos expiran en 72 horas. Proporcione sus datos bancarios para la transferencia.",spam
¡VIAJE INCREÍBLE! unas vacaciones de ensueño por solo $299 ¡Precios especiales! ¡No se lo pierda!,spam
"Hola Mónica, hemos actualizado su preferencias de notificación con funciones de seguridad mejoradas Estas mejoras harán su experiencia más fluida y segura.",ham
"Hola Ana, le enviamos este recordatorio sobre la renovación de su seguro El proceso debe completarse antes del fin de mes.",ham
"Hola Señor, detectamos una transacción sospechosa en su cuenta bancaria Verifique su identidad ahora mismo. Confirme en: http://bit.ly/account-check",spam
"Hola Juan, quisiera comentarle que su perfil ha sido actualizado con éxito Si tiene alguna pregunta, no dude en contactarnos.",ham
¡DESCUBRIMIENTO INCREÍBLE! una tecnología innovadora Cambiará su vida para siempre ¡Oferta especial por tiempo limitado! ¡No se lo pierda!,spam
"Buenos días Fernando, le comunico que el documento solicitado está listo Si tiene alguna pregunta, no dude en contactarnos.",ham
"Hola Patricia, espero que estés bien. me dirijo a usted para su perfil ha sido actualizado con éxito Si tiene alguna pregunta, no dude en contactarnos.",ham
"Hola Jorge, espero que estés bien. me dirijo a usted para su perfil ha sido actualizado con éxito Esperamos que esta información sea útil.",ham
"Buenos días Alejandro, le notifico que hemos completado la revisión de su caso Gracias por su paciencia y confianza.",ham
"Hola Ana, le enviamos este recordatorio sobre la renovación de su seguro El proceso debe completarse antes del fin de mes.",ham
"Hola Fernando, la reunión de revisión de proyecto se realizará el 15 de marzo a las 2:00 PM Por favor ayune 8 horas antes de la cita.",ham
"Hola Lucía, su cuenta bancaria con saldo disponible pendiente de documentación Le notificaremos cuando esté lista.",ham
"Estimado Señora, un familiar lejano le ha dejado una fortuna de $3,200,000 ¡Últimas unidades! Contáctenos al 555-0123 para reclamar.",spam
"Hola Cliente, detectamos un intento de acceso no autorizado en su cuenta bancaria Confirme sus datos personales. Confirme en: http://bit.ly/account-check",spam
"Hola Laura, le recordamos que su pago mensual vence el próximo viernes La fecha límite es el próximo viernes. Puede realizar el pago en línea o en nuestras oficinas.",ham
"Hola Carmen, le recordamos que tiene una cita médica mañana La fecha límite es el próximo viernes. Por favor confirme su asistencia.",ham
"Estimado Señora, hemos encontrado una herencia a su nombre de $1,800,000 ¡Últimas unidades! Responda este email para más detalles.",spam
"¡CRÉDITO INMEDIATO! $500,000 sin requisitos Sin historial crediticio requerido ¡Aplique aquí!",spam
¡DESCUBRIMIENTO INCREÍBLE! un descubrimiento científico Revolucionará su mundo ¡Precio especial solo por hoy! ¡No se lo pierda!,spam
¡VIAJE INCREÍBLE! un viaje increíble por solo $299 ¡Precios especiales! ¡Llame ahora!,spam
"¡EXCELENTES NOTICIAS! Usted es el ganador de un premio especial que incluye $2,000 en efectivo Complete el formulario adjunto.",spam
¡PRÉSTAMO GARANTIZADO! préstamo personal Sin complicaciones Sin documentos requeridos ¡Obtenga su dinero hoy!,spam
"Hola Elena, hemos actualizado su preferencias de notificación con configuraciones optimizadas Estas mejoras harán su experiencia más fluida y segura.",ham
¡DESCUBRIMIENTO INCREÍBLE! una tecnología innovadora Revolucionará su mundo ¡Precio especial solo por hoy! ¡Compre ahora mismo!,spam
"Estimado Jorge, su cita está confirmada para el jueves a las 11:00 AM Se realizará en el auditorio principal a las 6:00 PM. Si necesita reprogramar, contáctenos con al menos 24 horas de anticipación.",ham
"Estimado cliente, le informamos que su préstamo personal ha sido aprobada Se realizará en el auditorio principal a las 6:00 PM.",ham
"Hola Mónica, su reserva para servicio técnico está confirmada Todos los documentos deben estar completos. Para cualquier cambio, contáctenos al 555-0123.",ham
"Hola Pedro, su reserva para consulta médica está confirmada Se realizará en el auditorio principal a las 6:00 PM. Nuestro equipo estará disponible para asistirle.",ham
"Hola Ana, le recordamos que su pago mensual vence el próximo viernes Todos los entregables están listos. Por favor confirme su asistencia.",ham
"Hola Jorge, confirmamos la reunión programada para el próximo martes a las 2:00 PM en el auditorio Discutiremos el progreso académico y las áreas de mejora.",ham
"Estimado Sofia, no olvide que la entrega del proyecto es el viernes 15 de marzo Se realizará en el auditorio principal a las 6:00 PM.",ham
"Estimado Isabel, sus resultados de análisis de sangre están listos Puede recogerlos en nuestro laboratorio de lunes a viernes de 8:00 AM a 6:00 PM. Le notificaremos cuando esté lista.",ham
"Estimado Alejandro, su cita está confirmada para mañana a las 3:00 PM Se realizará en el auditorio principal a las 6:00 PM. Si necesita reprogramar, contáctenos con al menos 24 horas de anticipación.",ham
¡VIAJE INCREÍBLE! un viaje increíble por solo $99 ¡Oferta de último minuto! ¡Reserve inmediatamente!,spam
"Estimado Carlos, su cita está confirmada para el jueves a las 11:00 AM Se realizará en el auditorio principal a las 6:00 PM. Si necesita reprogramar, contáctenos con al menos 24 horas de anticipación.",ham
"Estimado David, no olvide que la entrega del proyecto es el viernes 22 de abril Todos los documentos deben estar completos.",ham
¡INCREÍBLE OFERTA! PlayStation 5 con 90% de descuento ¡Oferta limitada! ¡Visite nuestro sitio!,spam
¡PRÉSTAMO GARANTIZADO! crédito hipotecario Proceso simple Sin papeleo ¡Obtenga su dinero hoy!,spam
¡OFERTA ESPECIAL! AirPods Pro gratis con su primera compra ¡Invierta hoy mismo! Email: ofertas@empresa.com,spam
¡DINERO FÁCIL! un sistema de trading automatizado con ganancias del 1000% Inversión 100% segura ¡Invierta hoy mismo!,spam
¡PRÉSTAMO GARANTIZADO! crédito hipotecario Sin complicaciones Sin documentos requeridos ¡Dinero en 24 horas!,spam
"¡OPORTUNIDAD DE TRABAJO! asistente virtual con salario de $12,000 mensuales Sin experiencia necesaria ¡Envíe su CV ahora!",spam
¡OPORTUNIDAD DE INVERSIÓN! un nuevo fondo de inversión con retornos asegurados Fortuna en poco tiempo ¡Actúe ahora!,spam
"Hola Isabel, el proyecto desarrollo del sitio web requiere su revisión Todos los entregables están listos.",ham
"Hola Carlos, el proyecto implementación del nuevo sistema está en la fase final La fecha límite es el próximo viernes.",ham
¡OFERTA ESPECIAL! PlayStation 5 gratis por ser cliente especial ¡Comience inmediatamente! Email: ofertas@empresa.com,spam
¡DINERO RÁPIDO! préstamo rápido Aprobación instantánea Sin interrogatorios ¡Aplique inmediatamente!,spam
"Estimado Roberto, no olvide que la entrega del proyecto es el viernes 15 de marzo Todos los documentos deben estar completos.",ham
"Estimado Señor, hemos encontrado una herencia a su nombre de $1,800,000 ¡Solo por hoy! Responda este email para más detalles.",spam
